"truth","rao_blackwell_theta","rao_blackwell_se","randomized_theta","randomized_se","completion_difference","treatment","family","cell","replication"
0.405465108108164,0.414551088620612,0.0219377466418458,0.41466299798653,0.0219750751572482,0.00011190936591815,"continuous","poisson","continuous_poisson_tlog1p5",25
0.405465108108164,0.405135728529295,0.0218923345587751,0.402047661791956,0.0219385652379269,-0.00308806673733913,"continuous","poisson","continuous_poisson_tlog1p5",26
0.405465108108164,0.447735985865838,0.0224597512041183,0.449619985218155,0.0225779031629973,0.00188399935231709,"continuous","poisson","continuous_poisson_tlog1p5",27
0.405465108108164,0.399255084430503,0.0206910565121619,0.400104034606846,0.0208246547049872,0.000848950176343344,"continuous","poisson","continuous_poisson_tlog1p5",28
0.405465108108164,0.386643137700962,0.0210513794127781,0.386124068809794,0.0209724001707855,-0.000519068891168151,"continuous","poisson","continuous_poisson_tlog1p5",29
0.405465108108164,0.413667056579347,0.0229720953300969,0.41540641648784,0.022598019074209,0.00173935990849228,"continuous","poisson","continuous_poisson_tlog1p5",30
0.405465108108164,0.401580601594207,0.0215341459594149,0.400787184716149,0.0214718335347694,-0.000793416878058173,"continuous","poisson","continuous_poisson_tlog1p5",31
0.405465108108164,0.420327142952935,0.0217984518303632,0.42232193451063,0.0217323003976299,0.00199479155769544,"continuous","poisson","continuous_poisson_tlog1p5",32
0.405465108108164,0.367135793382043,0.0216021128980706,0.367268308828164,0.0215130644384258,0.000132515446121362,"continuous","poisson","continuous_poisson_tlog1p5",33
0.405465108108164,0.404778989394272,0.0202841992505699,0.403691340161134,0.0202796450268952,-0.00108764923313809,"continuous","poisson","continuous_poisson_tlog1p5",34
0.405465108108164,0.416994706861143,0.0222332962540864,0.416006205650971,0.0219904972000216,-0.000988501210171133,"continuous","poisson","continuous_poisson_tlog1p5",35
0.405465108108164,0.423200907354928,0.0227884649788039,0.422766637898664,0.0230347039016779,-0.000434269456263514,"continuous","poisson","continuous_poisson_tlog1p5",36
0.405465108108164,0.414061776353201,0.0191388775380273,0.413942667940914,0.0193741823654326,-0.000119108412287405,"continuous","poisson","continuous_poisson_tlog1p5",37
0.405465108108164,0.400203954412425,0.0204690777306942,0.399520946699223,0.0203631026614773,-0.000683007713201567,"continuous","poisson","continuous_poisson_tlog1p5",38
0.405465108108164,0.380623911431372,0.0222402450025048,0.3808722574229,0.02226741145148,0.000248345991527898,"continuous","poisson","continuous_poisson_tlog1p5",39
0.405465108108164,0.416662436355495,0.0205490045177294,0.414177191099347,0.0206201439225278,-0.00248524525614713,"continuous","poisson","continuous_poisson_tlog1p5",40
0.405465108108164,0.388870782343421,0.0220645606231644,0.387472413765722,0.0223315370653633,-0.00139836857769843,"continuous","poisson","continuous_poisson_tlog1p5",41
0.405465108108164,0.424277430652447,0.0199471521081831,0.421248728243014,0.0200121061857021,-0.00302870240943359,"continuous","poisson","continuous_poisson_tlog1p5",42
0.405465108108164,0.399589950076838,0.0195027739684453,0.398235714387203,0.0192775496236603,-0.001354235689635,"continuous","poisson","continuous_poisson_tlog1p5",43
0.405465108108164,0.422561831841212,0.0223696967016452,0.42306392926027,0.022300340087262,0.000502097419057601,"continuous","poisson","continuous_poisson_tlog1p5",44
0.405465108108164,0.418280458182354,0.019840582348694,0.419157710876746,0.0200077316556922,0.000877252694392427,"continuous","poisson","continuous_poisson_tlog1p5",45
0.405465108108164,0.40875829983226,0.0216972052426325,0.406538237348486,0.0217215438786779,-0.00222006248377365,"continuous","poisson","continuous_poisson_tlog1p5",46
0.405465108108164,0.397649600801873,0.0194438675191333,0.397380055105518,0.0193212681217292,-0.000269545696354956,"continuous","poisson","continuous_poisson_tlog1p5",47
0.405465108108164,0.403733205206344,0.0215635772144128,0.407244439063363,0.0218541484066704,0.00351123385701935,"continuous","poisson","continuous_poisson_tlog1p5",48
0.405465108108164,0.39193577748842,0.0200034555364626,0.392740967625745,0.0199394055496129,0.000805190137325829,"continuous","poisson","continuous_poisson_tlog1p5",49
0.405465108108164,0.394403225991891,0.022420003754438,0.395094888721394,0.0226112480679433,0.000691662729503495,"continuous","poisson","continuous_poisson_tlog1p5",50
0.405465108108164,0.412324322949883,0.0183531352110723,0.41218245756926,0.0182995510716754,-0.000141865380623385,"continuous","poisson","continuous_poisson_tlog1p5",51
0.405465108108164,0.42485075290615,0.0261840392864615,0.426134870784131,0.0261867396043113,0.0012841178779805,"continuous","poisson","continuous_poisson_tlog1p5",52
0.405465108108164,0.423279441768399,0.020075992793371,0.419544550806348,0.0204380229385572,-0.00373489096205026,"continuous","poisson","continuous_poisson_tlog1p5",53
0.405465108108164,0.426990552259316,0.0183792616424126,0.427178041998434,0.0182670491469233,0.000187489739118252,"continuous","poisson","continuous_poisson_tlog1p5",54
0.405465108108164,0.406967926217078,0.0227509343621909,0.406774662772402,0.022807694539973,-0.000193263444675851,"continuous","poisson","continuous_poisson_tlog1p5",55
0.405465108108164,0.397614576482386,0.0203451358780042,0.39897845634703,0.0202044459593257,0.00136387986464398,"continuous","poisson","continuous_poisson_tlog1p5",56
0.405465108108164,0.36235981208752,0.0215897771832795,0.362273850371606,0.0215848661094432,-8.59617159142401e-05,"continuous","poisson","continuous_poisson_tlog1p5",57
0.405465108108164,0.377670038820202,0.0206123929078045,0.380234609106702,0.0209327172469741,0.00256457028650026,"continuous","poisson","continuous_poisson_tlog1p5",58
0.405465108108164,0.436603658174039,0.0222934497501483,0.436147512964874,0.0224376525803402,-0.000456145209165648,"continuous","poisson","continuous_poisson_tlog1p5",59
0.405465108108164,0.377522362770815,0.0208474335509733,0.376969191861186,0.0210044428390633,-0.000553170909629142,"continuous","poisson","continuous_poisson_tlog1p5",60
0.405465108108164,0.399038955113239,0.0212795615857795,0.398589522289063,0.0213076415402011,-0.000449432824176643,"continuous","poisson","continuous_poisson_tlog1p5",61
0.405465108108164,0.368495179787725,0.0197308554594108,0.370170139087919,0.0198407282407239,0.00167495930019385,"continuous","poisson","continuous_poisson_tlog1p5",62
0.405465108108164,0.399961128336722,0.0221541957013438,0.399938826336137,0.0221347069699698,-2.23020005853947e-05,"continuous","poisson","continuous_poisson_tlog1p5",63
0.405465108108164,0.434081447025343,0.0232673548436277,0.43437396051132,0.0231751910512938,0.000292513485977142,"continuous","poisson","continuous_poisson_tlog1p5",64
0.405465108108164,0.387626827963088,0.0213644919001795,0.387881443866974,0.0214622323501761,0.000254615903885202,"continuous","poisson","continuous_poisson_tlog1p5",65
0.405465108108164,0.39015389117523,0.0228114702622166,0.389792880892526,0.0227457986705648,-0.000361010282703689,"continuous","poisson","continuous_poisson_tlog1p5",66
0.405465108108164,0.388305787700293,0.0211786634287306,0.389380246322633,0.021417399487958,0.00107445862233957,"continuous","poisson","continuous_poisson_tlog1p5",67
0.405465108108164,0.425877378923158,0.0203156911183855,0.424299563379289,0.0200152160992781,-0.00157781554386932,"continuous","poisson","continuous_poisson_tlog1p5",68
0.405465108108164,0.404299075972083,0.0226823712584883,0.403970874221487,0.0228545808907062,-0.000328201750596113,"continuous","poisson","continuous_poisson_tlog1p5",69
0.405465108108164,0.406686619306738,0.020284817695647,0.40779567514351,0.0204522373260201,0.00110905583677184,"continuous","poisson","continuous_poisson_tlog1p5",70
0.405465108108164,0.427051349360552,0.0213561174130791,0.427472128668905,0.0214239436808184,0.000420779308353658,"continuous","poisson","continuous_poisson_tlog1p5",71
0.405465108108164,0.398687598354566,0.0216133352823049,0.396918188183295,0.021541594345717,-0.00176941017127075,"continuous","poisson","continuous_poisson_tlog1p5",72
0.405465108108164,0.401002801550955,0.0214323434379411,0.399938945499444,0.0216443833821315,-0.00106385605151171,"continuous","poisson","continuous_poisson_tlog1p5",73
0.405465108108164,0.418555595947932,0.0211390958146012,0.417377487737306,0.0209551334335912,-0.00117810821062547,"continuous","poisson","continuous_poisson_tlog1p5",74
0.405465108108164,0.429961195592323,0.0196582545124016,0.430896848547624,0.0197394176888025,0.000935652955301514,"continuous","poisson","continuous_poisson_tlog1p5",75
0.405465108108164,0.441520031143158,0.0228695022810432,0.440894965616446,0.0227302422238958,-0.000625065526711599,"continuous","poisson","continuous_poisson_tlog1p5",76
0.405465108108164,0.38611887725996,0.0197394898974285,0.387543506544762,0.0198968416074968,0.00142462928480191,"continuous","poisson","continuous_poisson_tlog1p5",77
0.405465108108164,0.385656926048382,0.022083249782718,0.385888606024385,0.0219362261153677,0.000231679976002319,"continuous","poisson","continuous_poisson_tlog1p5",78
0.405465108108164,0.403711005245688,0.0199029471218226,0.403997943730408,0.0197048075555087,0.000286938484719501,"continuous","poisson","continuous_poisson_tlog1p5",79
0.405465108108164,0.432794808181831,0.0224369199464646,0.434326444654426,0.0223103978728652,0.00153163647259491,"continuous","poisson","continuous_poisson_tlog1p5",80
0.405465108108164,0.412203664492256,0.0220605120245057,0.412423821741688,0.0223976828324374,0.000220157249431308,"continuous","poisson","continuous_poisson_tlog1p5",81
0.405465108108164,0.415764812524253,0.0213494083658301,0.41661466947316,0.021408561364707,0.000849856948906325,"continuous","poisson","continuous_poisson_tlog1p5",82
0.405465108108164,0.426020662095694,0.0218929664661484,0.425649992867831,0.0219182053512684,-0.000370669227862552,"continuous","poisson","continuous_poisson_tlog1p5",83
0.405465108108164,0.393273343015591,0.0246564277324618,0.393310992852417,0.0247106890549884,3.76498368264699e-05,"continuous","poisson","continuous_poisson_tlog1p5",84
0.405465108108164,0.405310551021111,0.0216030626262838,0.403173946864209,0.0216446214857728,-0.00213660415690214,"continuous","poisson","continuous_poisson_tlog1p5",85
0.405465108108164,0.387092418633135,0.0206448313954578,0.385514377241087,0.0208589323493271,-0.0015780413920482,"continuous","poisson","continuous_poisson_tlog1p5",86
0.405465108108164,0.413903233434453,0.022554679552318,0.413662529120681,0.0225741446190232,-0.000240704313771378,"continuous","poisson","continuous_poisson_tlog1p5",87
0.405465108108164,0.348691020495788,0.0211548396043974,0.349456177863433,0.0210770509198988,0.000765157367645042,"continuous","poisson","continuous_poisson_tlog1p5",88
0.405465108108164,0.406610904673624,0.0202883322491572,0.407329659994108,0.0202585514466525,0.000718755320483488,"continuous","poisson","continuous_poisson_tlog1p5",89
0.405465108108164,0.402081907740673,0.0222492373702991,0.40257392644562,0.0225114800259736,0.000492018704946917,"continuous","poisson","continuous_poisson_tlog1p5",90
0.405465108108164,0.40780604793116,0.0205601259202227,0.408271888892798,0.0205039983126551,0.000465840961637543,"continuous","poisson","continuous_poisson_tlog1p5",91
0.405465108108164,0.374040982041657,0.0196276007352465,0.373975106618483,0.0195156984392617,-6.58754231731562e-05,"continuous","poisson","continuous_poisson_tlog1p5",92
0.405465108108164,0.397427641272344,0.0209809310309565,0.396093044846834,0.0209491458747789,-0.00133459642551009,"continuous","poisson","continuous_poisson_tlog1p5",93
0.405465108108164,0.419090545764691,0.0213696181751591,0.420721926002012,0.0213588871115908,0.00163138023732012,"continuous","poisson","continuous_poisson_tlog1p5",94
0.405465108108164,0.423892830267562,0.0204817849535333,0.424281970633439,0.0204224297516737,0.000389140365876395,"continuous","poisson","continuous_poisson_tlog1p5",95
0.405465108108164,0.387204905447921,0.0199224156591018,0.386456559473287,0.0202494247749801,-0.000748345974633524,"continuous","poisson","continuous_poisson_tlog1p5",96
0.405465108108164,0.410084362836679,0.0207653954189247,0.4100895844808,0.0208344838585328,5.22164412047887e-06,"continuous","poisson","continuous_poisson_tlog1p5",97
0.405465108108164,0.38529199225676,0.0212295978666102,0.382290153714858,0.0211638722544483,-0.00300183854190211,"continuous","poisson","continuous_poisson_tlog1p5",98
0.405465108108164,0.400594113653995,0.0205278817821075,0.401738903373743,0.0204455161081431,0.0011447897197483,"continuous","poisson","continuous_poisson_tlog1p5",99
0.405465108108164,0.386691443048345,0.0201411640182489,0.385497226835114,0.0200792936340466,-0.00119421621323096,"continuous","poisson","continuous_poisson_tlog1p5",100
0.405465108108164,0.393660993936242,0.0199667231889972,0.395068892105606,0.0199687340846909,0.0014078981693641,"continuous","negbin","continuous_negbin_tlog1p5",1
0.405465108108164,0.401451768429524,0.0189091326881228,0.400007297492844,0.0189522343001762,-0.00144447093667982,"continuous","negbin","continuous_negbin_tlog1p5",2
0.405465108108164,0.405490142855019,0.0203871030682987,0.405294927549711,0.0205047846074025,-0.000195215305307805,"continuous","negbin","continuous_negbin_tlog1p5",3
0.405465108108164,0.439160803963645,0.0212553067844105,0.437995189402332,0.0216737084396788,-0.0011656145613127,"continuous","negbin","continuous_negbin_tlog1p5",4
0.405465108108164,0.395670529399294,0.0212238254171679,0.395203269475028,0.0211564600757152,-0.000467259924266439,"continuous","negbin","continuous_negbin_tlog1p5",5
0.405465108108164,0.423369671242499,0.0224562540193872,0.425254343065441,0.022673915781204,0.00188467182294166,"continuous","negbin","continuous_negbin_tlog1p5",6
0.405465108108164,0.387921690868197,0.0218802570999796,0.389575227755609,0.0220729463354046,0.00165353688741199,"continuous","negbin","continuous_negbin_tlog1p5",7
0.405465108108164,0.397938366313658,0.018958086297858,0.400172815991045,0.0190911201128608,0.00223444967738712,"continuous","negbin","continuous_negbin_tlog1p5",8
0.405465108108164,0.432027199041215,0.0242549609755622,0.432776494088461,0.0242898355852777,0.000749295047245968,"continuous","negbin","continuous_negbin_tlog1p5",9
0.405465108108164,0.41529657165503,0.0220547329701669,0.418403676975989,0.0222487793369123,0.00310710532095909,"continuous","negbin","continuous_negbin_tlog1p5",10
0.405465108108164,0.418202829979655,0.0225212184548464,0.420217150570074,0.0227930696053319,0.00201432059041856,"continuous","negbin","continuous_negbin_tlog1p5",11
0.405465108108164,0.437401864405526,0.0234894365927206,0.433983824671689,0.0236807997702326,-0.00341803973383731,"continuous","negbin","continuous_negbin_tlog1p5",12
0.405465108108164,0.401264337650365,0.0200211526233156,0.400823133611083,0.0198525397388297,-0.000441204039281717,"continuous","negbin","continuous_negbin_tlog1p5",13
0.405465108108164,0.402999324965985,0.0213464487581117,0.404489464949123,0.0213572676524459,0.00149013998313818,"continuous","negbin","continuous_negbin_tlog1p5",14
0.405465108108164,0.434864017955831,0.0213873205904741,0.432996523121053,0.0213603825722408,-0.00186749483477738,"continuous","negbin","continuous_negbin_tlog1p5",15
0.405465108108164,0.400016079847149,0.0227731167167172,0.4005471162975,0.0231264881437469,0.000531036450350852,"continuous","negbin","continuous_negbin_tlog1p5",16
0.405465108108164,0.423411650737247,0.0201151638785454,0.423506860015923,0.0201832319079085,9.52092786762337e-05,"continuous","negbin","continuous_negbin_tlog1p5",17
0.405465108108164,0.404676331027375,0.0221011008604878,0.401003748382628,0.0220972065174101,-0.00367258264474651,"continuous","negbin","continuous_negbin_tlog1p5",18
0.405465108108164,0.397474790359012,0.0233297625292019,0.394372704579358,0.0230585886508662,-0.00310208577965404,"continuous","negbin","continuous_negbin_tlog1p5",19
0.405465108108164,0.391502671460888,0.019708978722056,0.390268489736942,0.0197053928702826,-0.00123418172394624,"continuous","negbin","continuous_negbin_tlog1p5",20
0.405465108108164,0.425562172617576,0.0214470327671757,0.430114794488779,0.0215188920311876,0.00455262187120348,"continuous","negbin","continuous_negbin_tlog1p5",21
0.405465108108164,0.402990582905912,0.0203059882369078,0.402922558213647,0.0203290801002764,-6.80246922644678e-05,"continuous","negbin","continuous_negbin_tlog1p5",22
0.405465108108164,0.397120466830121,0.0248645604024785,0.398875607557318,0.024790382012224,0.00175514072719707,"continuous","negbin","continuous_negbin_tlog1p5",23
0.405465108108164,0.381807100126373,0.0216642583735416,0.383729228588036,0.0216109240068282,0.0019221284616639,"continuous","negbin","continuous_negbin_tlog1p5",24
0.405465108108164,0.370540189352697,0.0237150584967822,0.371238614593783,0.023633720053037,0.000698425241085487,"continuous","negbin","continuous_negbin_tlog1p5",25
0.405465108108164,0.398674381860727,0.0219776210589431,0.399671958451378,0.0220535988845516,0.00099757659065175,"continuous","negbin","continuous_negbin_tlog1p5",26
0.405465108108164,0.374917638031499,0.0226005312251987,0.374118291556511,0.0227484251621793,-0.000799346474988472,"continuous","negbin","continuous_negbin_tlog1p5",27
0.405465108108164,0.37934903410934,0.022367591322471,0.379112390488555,0.0224733750650845,-0.000236643620784349,"continuous","negbin","continuous_negbin_tlog1p5",28
0.405465108108164,0.419323373143908,0.0218020222704723,0.41727944527634,0.0216275574078675,-0.00204392786756835,"continuous","negbin","continuous_negbin_tlog1p5",29
0.405465108108164,0.403479868236565,0.0192908052135514,0.402277492414229,0.0193685127931987,-0.00120237582233551,"continuous","negbin","continuous_negbin_tlog1p5",30
0.405465108108164,0.457008674524136,0.0207099574532856,0.458733107900699,0.0209168351214758,0.00172443337656314,"continuous","negbin","continuous_negbin_tlog1p5",31
0.405465108108164,0.396068751537801,0.0223554605455947,0.392590225660362,0.0222948287901452,-0.00347852587743946,"continuous","negbin","continuous_negbin_tlog1p5",32
0.405465108108164,0.39059587025987,0.0209272757858153,0.38917690134544,0.0208218792995692,-0.00141896891442939,"continuous","negbin","continuous_negbin_tlog1p5",33
0.405465108108164,0.424491138453657,0.0198834886444056,0.427517844933211,0.0199460921206998,0.00302670647955394,"continuous","negbin","continuous_negbin_tlog1p5",34
0.405465108108164,0.404766404774967,0.0214197298107788,0.404485076671656,0.0214734478562641,-0.000281328103311218,"continuous","negbin","continuous_negbin_tlog1p5",35
0.405465108108164,0.421540626362544,0.0222012769182618,0.420388394082834,0.0223258453495507,-0.00115223227970929,"continuous","negbin","continuous_negbin_tlog1p5",36
0.405465108108164,0.435512704210453,0.0223343651623295,0.43618833216114,0.0222739277439451,0.000675627950687596,"continuous","negbin","continuous_negbin_tlog1p5",37
0.405465108108164,0.438777923933602,0.0212234123801943,0.439350942928817,0.0214663430945121,0.000573018995214558,"continuous","negbin","continuous_negbin_tlog1p5",38
0.405465108108164,0.401416146643476,0.0214291772042385,0.40077580357838,0.0214931030736611,-0.000640343065095972,"continuous","negbin","continuous_negbin_tlog1p5",39
0.405465108108164,0.385035233870437,0.0209630677268838,0.385326954952663,0.0210038555907529,0.000291721082226581,"continuous","negbin","continuous_negbin_tlog1p5",40
0.405465108108164,0.397665169859496,0.0209030309291325,0.398572427024039,0.020907237319666,0.000907257164542763,"continuous","negbin","continuous_negbin_tlog1p5",41
0.405465108108164,0.409645518630027,0.0191085245763682,0.407234574044122,0.0193928343358839,-0.00241094458590468,"continuous","negbin","continuous_negbin_tlog1p5",42
0.405465108108164,0.385931169097755,0.0210416281430917,0.383904468344457,0.0208105568981617,-0.00202670075329842,"continuous","negbin","continuous_negbin_tlog1p5",43
0.405465108108164,0.400392053835592,0.0218774546902494,0.39887914328651,0.0222800021307959,-0.00151291054908215,"continuous","negbin","continuous_negbin_tlog1p5",44
0.405465108108164,0.407252639916892,0.0226660205787875,0.406163460597778,0.0224200969186451,-0.00108917931911362,"continuous","negbin","continuous_negbin_tlog1p5",45
0.405465108108164,0.407952605115851,0.019128128112494,0.407618707131627,0.0195102246567555,-0.000333897984223841,"continuous","negbin","continuous_negbin_tlog1p5",46
0.405465108108164,0.408260261723667,0.0233711992491282,0.40857946751806,0.0233893191366168,0.000319205794392374,"continuous","negbin","continuous_negbin_tlog1p5",47
0.405465108108164,0.424925499692257,0.0201936690646839,0.426464396600557,0.0200179464608602,0.00153889690829978,"continuous","negbin","continuous_negbin_tlog1p5",48
0.405465108108164,0.456413007336419,0.0248254940745314,0.455404577355044,0.0248786702900017,-0.0010084299813749,"continuous","negbin","continuous_negbin_tlog1p5",49
0.405465108108164,0.429000339131919,0.0215982252467337,0.429849120771253,0.0216555379309136,0.000848781639334051,"continuous","negbin","continuous_negbin_tlog1p5",50
0.405465108108164,0.395911311662421,0.0196629038964172,0.393947761776293,0.0197157440556306,-0.00196354988612829,"continuous","negbin","continuous_negbin_tlog1p5",51
0.405465108108164,0.384377178214738,0.0207771177792687,0.383639945391286,0.0208050596817701,-0.000737232823452227,"continuous","negbin","continuous_negbin_tlog1p5",52
0.405465108108164,0.410945539256611,0.0219067931155653,0.409555082183531,0.0219531677708348,-0.00139045707308016,"continuous","negbin","continuous_negbin_tlog1p5",53
0.405465108108164,0.370752012417158,0.0235042166038139,0.370013117814693,0.02364297286463,-0.000738894602464513,"continuous","negbin","continuous_negbin_tlog1p5",54
0.405465108108164,0.431764808653328,0.0211172764189208,0.43191735116234,0.0211730683151018,0.000152542509011866,"continuous","negbin","continuous_negbin_tlog1p5",55
0.405465108108164,0.396207412153428,0.0213217533597503,0.396711937631475,0.0217998806571806,0.000504525478047246,"continuous","negbin","continuous_negbin_tlog1p5",56
0.405465108108164,0.408695582714927,0.0213373954036261,0.408606025067485,0.0214267430872018,-8.95576474416182e-05,"continuous","negbin","continuous_negbin_tlog1p5",57
0.405465108108164,0.429997801302596,0.0190568054333538,0.430671627232171,0.0194257613447604,0.000673825929574823,"continuous","negbin","continuous_negbin_tlog1p5",58
0.405465108108164,0.394792963186987,0.0210605832211101,0.392678751149612,0.0209896025092635,-0.00211421203737544,"continuous","negbin","continuous_negbin_tlog1p5",59
0.405465108108164,0.379603788840236,0.0207428283354855,0.38241941026176,0.0205598129887745,0.00281562142152325,"continuous","negbin","continuous_negbin_tlog1p5",60
0.405465108108164,0.395693556576964,0.016839402271357,0.394950699619356,0.0169173213048613,-0.000742856957608007,"continuous","negbin","continuous_negbin_tlog1p5",61
0.405465108108164,0.414627050504404,0.0204494314564815,0.412376232264458,0.0205007422900945,-0.00225081823994644,"continuous","negbin","continuous_negbin_tlog1p5",62
0.405465108108164,0.394554228270423,0.0227314177421926,0.393085493481019,0.0224735889912783,-0.00146873478940385,"continuous","negbin","continuous_negbin_tlog1p5",63
0.405465108108164,0.383477927332617,0.0225927195314154,0.386399669880239,0.0226452007113115,0.00292174254762217,"continuous","negbin","continuous_negbin_tlog1p5",64
0.405465108108164,0.405206129132899,0.0190975653607908,0.405074607073047,0.0191959907202157,-0.000131522059852729,"continuous","negbin","continuous_negbin_tlog1p5",65
0.405465108108164,0.42725589065804,0.0231591703020499,0.426915706281948,0.023164365531524,-0.00034018437609129,"continuous","negbin","continuous_negbin_tlog1p5",66
0.405465108108164,0.4127970271214,0.0202657163452238,0.412516973954243,0.0203005992730346,-0.00028005316715668,"continuous","negbin","continuous_negbin_tlog1p5",67
0.405465108108164,0.438712940610072,0.02151761890474,0.438687337939689,0.0216114086121936,-2.56026703828183e-05,"continuous","negbin","continuous_negbin_tlog1p5",68
0.405465108108164,0.404091259679935,0.0213470557704511,0.40179167688199,0.0213167152119384,-0.00229958279794518,"continuous","negbin","continuous_negbin_tlog1p5",69
0.405465108108164,0.356949747974198,0.0230084673203532,0.360094387950968,0.0230245966605069,0.00314463997677067,"continuous","negbin","continuous_negbin_tlog1p5",70
0.405465108108164,0.41984093992487,0.0235582208667489,0.418758618378941,0.023742424651381,-0.00108232154592958,"continuous","negbin","continuous_negbin_tlog1p5",71
0.405465108108164,0.416186251735923,0.0214442165288328,0.414410078770058,0.0216221565083108,-0.0017761729658648,"continuous","negbin","continuous_negbin_tlog1p5",72
0.405465108108164,0.433841313228184,0.0186138227774568,0.433803503950266,0.0186185250986103,-3.78092779182992e-05,"continuous","negbin","continuous_negbin_tlog1p5",73
0.405465108108164,0.399842937691857,0.0225737986934465,0.401483399281974,0.0227191179089657,0.00164046159011705,"continuous","negbin","continuous_negbin_tlog1p5",74
0.405465108108164,0.406379205403148,0.0219580670406005,0.406400119621635,0.0217429448448928,2.09142184869893e-05,"continuous","negbin","continuous_negbin_tlog1p5",75
0.405465108108164,0.440403590020087,0.0224273103097504,0.438582864517922,0.0224544320698576,-0.00182072550216505,"continuous","negbin","continuous_negbin_tlog1p5",76
0.405465108108164,0.408739915036204,0.0234448961714101,0.410770639231739,0.0232164998259147,0.00203072419553479,"continuous","negbin","continuous_negbin_tlog1p5",77
0.405465108108164,0.374837815444198,0.0211593515908209,0.376006727267106,0.0212653030554385,0.00116891182290807,"continuous","negbin","continuous_negbin_tlog1p5",78
0.405465108108164,0.408260478624111,0.0194937312218076,0.409768504049693,0.0193808538384524,0.00150802542558182,"continuous","negbin","continuous_negbin_tlog1p5",79
